,keys,clicks,impressions,ctr,position
97,['名古屋 レンタルスペース'],74.0,820.0,0.09024390243902439,4.162195121951219
98,['横浜 パーティールーム'],74.0,208.0,0.3557692307692308,2.2644230769230766
99,['ルディアモン銀座'],73.0,239.0,0.3054393305439331,4.824267782426778
100,['dvd鑑賞会 おすすめ 大阪'],72.0,310.0,0.23225806451612904,3.141935483870968
101,['ダンススタジオ 安い'],72.0,427.0,0.1686182669789227,3.278688524590164
102,['ピアノ レンタルルーム'],72.0,274.0,0.26277372262773724,2.726277372262774
103,['レンタルスペース 福岡'],71.0,1101.0,0.06448683015440508,5.360581289736603
104,['大阪 パーティールーム'],71.0,145.0,0.4896551724137931,1.193103448275862
105,['time sharing秋葉原'],69.0,143.0,0.4825174825174825,1.0
106,['パソコン レンタル カフェ'],69.0,313.0,0.22044728434504793,2.472843450479233
107,['レンタルルーム 個室'],69.0,521.0,0.1324376199616123,4.055662188099808
108,['レンタルルーム 新宿'],69.0,917.0,0.0752453653217012,5.105779716466739
109,['いんすたべーす'],68.0,114.0,0.5964912280701754,1.0
110,['ダンス スタジオ レンタル'],68.0,518.0,0.13127413127413126,3.3764478764478763
111,['ユニゾーン新大阪'],68.0,289.0,0.23529411764705882,4.211072664359861
112,['レンタルスペース 梅田'],68.0,372.0,0.1827956989247312,2.5483870967741935
113,['シェアスペース'],67.0,622.0,0.10771704180064309,3.7009646302250805
114,['ピアノ レンタルスペース'],67.0,159.0,0.42138364779874216,2.7358490566037736
115,['大阪 ダンススタジオ レンタル'],67.0,153.0,0.43790849673202614,2.0392156862745097
116,['貸しスタジオ 東京'],67.0,577.0,0.11611785095320624,2.0138648180242633
117,['パーティールーム レンタル'],66.0,222.0,0.2972972972972973,3.2387387387387387
118,['レンタルスタジオ 名古屋'],66.0,337.0,0.19584569732937684,1.9821958456973294
119,['レンタルスペース 大阪 ゲーム'],66.0,104.0,0.6346153846153846,1.0
120,['レンタルルーム 女子会'],66.0,349.0,0.18911174785100288,2.805157593123209
121,['東京 レンタルルーム'],66.0,742.0,0.0889487870619946,4.001347708894879
122,['秋葉原 レンタルスペース'],66.0,967.0,0.06825232678386763,4.115822130299897
123,['インスタベース ログイン'],65.0,89.0,0.7303370786516854,1.0
124,['ダンススタジオレンタル'],65.0,412.0,0.15776699029126215,3.2281553398058254
125,['パーティルーム'],65.0,426.0,0.15258215962441316,4.140845070422535
126,['貸会議室'],65.0,7241.0,0.008976660682226212,7.239469686507388
127,['スタジオレンタル'],64.0,687.0,0.09315866084425037,2.3668122270742358
128,['レンタルスペース カップル 神奈川'],64.0,266.0,0.24060150375939848,4.2593984962406015
129,['レンタル個室 カップル'],64.0,597.0,0.10720268006700168,6.343383584589615
130,['個室 レンタル 一人'],64.0,181.0,0.35359116022099446,3.1270718232044197
131,['梅田 レンタルルーム'],64.0,124.0,0.5161290322580645,1.032258064516129
132,['クッキングスタジオ レンタル'],63.0,212.0,0.2971698113207547,3.69811320754717
133,['スタジオ 借りる'],63.0,342.0,0.18421052631578946,1.9824561403508771
134,['ポップアップストア 大阪'],63.0,192.0,0.328125,6.494791666666667
135,['レンタル キッチン'],63.0,500.0,0.126,3.838
136,['レンタルスペース 福岡 カップル'],63.0,379.0,0.1662269129287599,5.221635883905013
137,['岡山 レンタルスペース'],63.0,224.0,0.28125,2.7232142857142856
138,['レンタルキッチン 2人'],62.0,192.0,0.3229166666666667,2.765625
139,['レンタルルーム 愛知 ベッド'],62.0,235.0,0.26382978723404255,7.357446808510638
140,['大阪 レンタルスタジオ'],62.0,330.0,0.18787878787878787,2.009090909090909
141,['貸しスペース 東京'],62.0,397.0,0.1561712846347607,2.788413098236776
142,['東京駅 レンタルスペース'],61.0,259.0,0.23552123552123552,1.1274131274131274
143,['シェアサロン 東京'],60.0,312.0,0.19230769230769232,1.8621794871794872
144,['大宮 レンタルスペース'],60.0,414.0,0.14492753623188406,4.103864734299517
145,['貸し部屋'],60.0,1074.0,0.055865921787709494,2.9357541899441344
146,['部屋 レンタル'],60.0,456.0,0.13157894736842105,4.2368421052631575
147,['レンタルスペース 安い'],59.0,313.0,0.18849840255591055,3.1182108626198084
148,['レンタルスペース 札幌'],59.0,583.0,0.10120068610634649,4.20926243567753
149,['レンタルルーム 名古屋'],59.0,722.0,0.0817174515235457,4.085872576177286
150,['会議室'],59.0,10218.0,0.005774124094734782,7.395087101193972
151,['有楽町 コワーキングスペース'],59.0,215.0,0.2744186046511628,2.0046511627906978
152,['池袋 パーティールーム'],59.0,324.0,0.18209876543209877,1.9537037037037037
153,['キッチン付き レンタルスペース'],58.0,523.0,0.11089866156787763,5.015296367112811
154,['ピアノ練習室'],58.0,574.0,0.10104529616724739,4.033101045296167
155,['レンタル個室'],58.0,170.0,0.3411764705882353,2.447058823529412
156,['大阪 撮影スタジオ'],58.0,478.0,0.12133891213389121,3.6610878661087867
157,['貸しキッチン'],58.0,689.0,0.0841799709724238,3.9941944847605226
158,['ダンススタジオ レンタル 大阪'],57.0,160.0,0.35625,2.01875
159,['立川 レンタルスペース'],57.0,366.0,0.1557377049180328,2.83879781420765
160,['innsutabe-su'],56.0,74.0,0.7567567567567568,1.0
161,['インスタベース 新宿'],56.0,70.0,0.8,1.0
162,['秋葉原 レンタルルーム'],56.0,890.0,0.06292134831460675,4.12247191011236
163,['あいあい会議室 大通'],55.0,85.0,0.6470588235294118,1.0
164,['インスタベース 福岡'],55.0,85.0,0.6470588235294118,1.0
165,['パーティースペース'],55.0,1075.0,0.05116279069767442,3.4009302325581396
166,['パーティールーム 新宿'],55.0,172.0,0.31976744186046513,2.0
167,['レンタルスペース 大阪 2人'],55.0,87.0,0.632183908045977,1.1494252873563218
168,['レンタルルーム 千葉'],55.0,365.0,0.1506849315068493,3.9863013698630136
169,['三宮 レンタルスペース'],55.0,331.0,0.1661631419939577,2.6012084592145017
170,['札幌 レンタルスペース'],55.0,600.0,0.09166666666666666,3.901666666666667
171,['dvdが見れる場所'],54.0,291.0,0.18556701030927836,3.9587628865979383
172,['キッチン 借りる 東京'],54.0,82.0,0.6585365853658537,5.085365853658536
173,['個室 作業スペース'],54.0,111.0,0.4864864864864865,1.3963963963963963
174,['名古屋 パーティールーム'],54.0,122.0,0.4426229508196721,1.0573770491803278
175,['レンタルスペース 都内'],53.0,306.0,0.17320261437908496,2.7287581699346406
176,['天王寺 レンタルスペース'],53.0,171.0,0.30994152046783624,3.608187134502924
177,['インスタ ベース'],52.0,227.0,0.2290748898678414,1.0
178,['ダンススタジオ レンタル 激安'],52.0,125.0,0.416,2.0
179,['名古屋 レンタルスタジオ'],52.0,187.0,0.27807486631016043,2.0
180,['ボードゲーム レンタル'],51.0,289.0,0.17647058823529413,2.235294117647059
181,['レンタルサロン 新宿'],51.0,134.0,0.3805970149253731,5.17910447761194
182,['レンタルルーム 神奈川'],51.0,386.0,0.13212435233160622,3.971502590673575
183,['京都駅 レンタルスペース'],51.0,112.0,0.45535714285714285,4.794642857142858
184,['新宿 貸し会議室'],51.0,1861.0,0.027404621171413217,4.720580333154218
185,['レンタルスペース キッチン'],50.0,638.0,0.07836990595611286,5.637931034482759
186,['名古屋 会議室'],50.0,1290.0,0.03875968992248062,4.069767441860465
187,['dvd見れる場所'],49.0,478.0,0.10251046025104603,6.602510460251046
188,['みんなのリビング'],49.0,164.0,0.29878048780487804,3.902439024390244
189,['キッチンスタジオ 都内'],49.0,387.0,0.12661498708010335,3.160206718346253
190,['心斎橋 レンタルスペース'],49.0,176.0,0.2784090909090909,2.2727272727272725
191,['誕生日会 場所'],49.0,216.0,0.22685185185185186,4.157407407407407
192,['レンタルキッチン 千葉'],48.0,257.0,0.1867704280155642,2.992217898832685
193,['レンタルスペース 子供 遊び場'],48.0,114.0,0.42105263157894735,1.219298245614035
194,['吉祥寺 レンタルルーム'],48.0,286.0,0.16783216783216784,1.9755244755244754
195,['大阪 スタジオ'],48.0,780.0,0.06153846153846154,3.155128205128205
196,['大阪 ポップアップストア'],48.0,163.0,0.294478527607362,7.153374233128834
197,['新宿 会議室'],48.0,1432.0,0.0335195530726257,4.773743016759777
198,['部屋 レンタル 1日 カップル 名古屋'],48.0,215.0,0.22325581395348837,4.0
199,['ダンススタジオ レンタル 広い'],47.0,269.0,0.17472118959107807,3.6728624535315983
200,['ミラクルイン横浜'],47.0,165.0,0.28484848484848485,1.2484848484848485
201,['レンタルルーム 都内'],47.0,335.0,0.14029850746268657,3.976119402985075
202,['福岡 レンタルスタジオ'],47.0,123.0,0.3821138211382114,6.796747967479675
203,['youtube 撮影スタジオ'],46.0,103.0,0.44660194174757284,1.174757281553398
204,['パソコンレンタルルーム'],46.0,84.0,0.5476190476190477,1.4285714285714286
205,['パーティールーム 渋谷'],46.0,134.0,0.34328358208955223,1.7985074626865671
206,['レンタルキッチン 大阪 少人数'],46.0,72.0,0.6388888888888888,1.0
207,['レンタルスタジオ 福岡'],46.0,148.0,0.3108108108108108,5.3108108108108105
208,['新大阪 レンタルスペース'],46.0,101.0,0.45544554455445546,2.504950495049505
209,['横浜 ダンススタジオ'],46.0,306.0,0.1503267973856209,3.761437908496732
210,['武蔵小杉 レンタルスペース'],46.0,201.0,0.22885572139303484,3.925373134328358
211,['キッチンスタジオ レンタル'],45.0,318.0,0.14150943396226415,2.8584905660377355
212,['大阪 貸し会議室'],45.0,1511.0,0.029781601588352084,3.127729980145599
213,['新宿 レンタルサロン'],45.0,84.0,0.5357142857142857,4.738095238095238
214,['東京 ポップアップ'],45.0,74.0,0.6081081081081081,1.5405405405405406
215,['インスタペース'],44.0,49.0,0.8979591836734694,1.0
216,['ダンス 練習場所'],44.0,498.0,0.08835341365461848,5.421686746987952
217,['フリースペース'],44.0,2795.0,0.015742397137745976,7.241860465116279
218,['レンタルルーム 埼玉'],44.0,363.0,0.12121212121212122,4.9366391184573
219,['京橋 レンタルスペース'],44.0,166.0,0.26506024096385544,3.066265060240964
220,['京都 貸し会議室'],44.0,443.0,0.09932279909706546,2.2167042889390522
221,['勉強会 場所'],44.0,251.0,0.1752988047808765,1.6374501992031871
222,['新宿 貸し会議室 少人数'],44.0,113.0,0.3893805309734513,1.0
223,['阿佐ヶ谷リトリート'],44.0,55.0,0.8,1.0
224,['time sharing 秋葉原'],43.0,64.0,0.671875,1.0
225,['インスタベース 東京'],43.0,56.0,0.7678571428571429,1.0
226,['ピアノ 弾ける場所'],43.0,92.0,0.4673913043478261,3.0760869565217392
227,['レンタルキッチン 名古屋'],43.0,322.0,0.13354037267080746,3.68944099378882
228,['二子玉川 レンタルスペース'],43.0,112.0,0.38392857142857145,1.0
229,['北千住 レンタルスペース'],43.0,100.0,0.43,5.64
230,['名古屋 貸し会議室'],43.0,1568.0,0.0274234693877551,4.607142857142858
231,['大阪 レンタルルーム デート'],43.0,132.0,0.32575757575757575,3.25
232,['新宿 レンタルルーム 当日'],43.0,109.0,0.3944954128440367,1.0
233,['日吉 レンタルスペース'],43.0,75.0,0.5733333333333334,2.0533333333333332
234,['貸し会議室 京都'],43.0,342.0,0.12573099415204678,1.9883040935672516
235,['部屋借りる パーティー 大阪'],43.0,77.0,0.5584415584415584,1.0
236,['カーサミアなんば'],42.0,60.0,0.7,1.0
237,['キッチン 貸し出し'],42.0,251.0,0.16733067729083664,3.266932270916335
238,['パーティールーム 横浜'],42.0,83.0,0.5060240963855421,1.8072289156626506
239,['レンタルスペース大阪'],42.0,292.0,0.14383561643835616,3.606164383561644
240,['上野 レンタルルーム'],42.0,598.0,0.07023411371237458,10.177257525083611
241,['五反田 レンタルスペース'],42.0,780.0,0.05384615384615385,3.1653846153846152
242,['京橋ララサロン'],42.0,69.0,0.6086956521739131,4.739130434782609
243,['恵比寿 レンタルスペース'],42.0,365.0,0.11506849315068493,3.6082191780821917
244,['渋谷 会議室'],42.0,1216.0,0.03453947368421053,4.835526315789474
245,['難波 レンタルスペース'],42.0,298.0,0.14093959731543623,4.318791946308725
246,['まかでき食堂'],41.0,421.0,0.09738717339667459,6.598574821852732
247,['スタジオスペース新宿御苑'],41.0,119.0,0.3445378151260504,4.504201680672269
248,['パソコン 使える場所'],41.0,182.0,0.22527472527472528,5.521978021978022
249,['レンタル スタジオ'],41.0,245.0,0.1673469387755102,2.559183673469388
250,['大阪 レンタルルーム'],41.0,256.0,0.16015625,3.2734375
251,['東京駅 貸し会議室'],41.0,528.0,0.07765151515151515,3.731060606060606
252,['福岡 レンタルスペース'],41.0,515.0,0.07961165048543689,4.8388349514563105
253,['秋葉原 撮影スタジオ'],41.0,184.0,0.22282608695652173,2.108695652173913
254,['インタベース'],40.0,50.0,0.8,1.0
255,['スペレン'],40.0,277.0,0.1444043321299639,5.490974729241877
256,['ダンススタジオ 渋谷'],40.0,441.0,0.09070294784580499,2.120181405895692
257,['レンタルキッチン 京都'],40.0,130.0,0.3076923076923077,2.7384615384615385
258,['レンタルスタジオ 渋谷'],40.0,459.0,0.08714596949891068,2.0021786492374725
259,['レンタルスペース 堺市'],40.0,99.0,0.40404040404040403,2.0505050505050506
260,['レンタルスペース 防音'],40.0,85.0,0.47058823529411764,1.0
261,['吉祥寺 レンタルスタジオ'],40.0,89.0,0.449438202247191,2.01123595505618
262,['武蔵小杉 貸し会議室'],40.0,73.0,0.547945205479452,2.0547945205479454
263,['キッチン レンタル 格安'],39.0,111.0,0.35135135135135137,1.1891891891891893
264,['パソコン レンタル 個室'],39.0,97.0,0.4020618556701031,1.5463917525773194
265,['ル・ディアモン銀座'],39.0,150.0,0.26,4.279999999999999
266,['レンタルキッチン 福岡'],39.0,129.0,0.3023255813953488,2.883720930232558
267,['レンタルサロン 恵比寿'],39.0,81.0,0.48148148148148145,4.148148148148149
268,['レンタルスペース 神戸'],39.0,453.0,0.08609271523178808,3.816777041942605
269,['レンタルルーム 札幌'],39.0,320.0,0.121875,4.621875
270,['レンタルルーム 溝の口'],39.0,79.0,0.4936708860759494,1.1645569620253164
271,['時間貸し オフィス'],39.0,156.0,0.25,2.871794871794872
272,['東京 レンタルキッチン'],39.0,78.0,0.5,1.3076923076923077
273,['渋谷 貸し会議室'],39.0,1549.0,0.025177533892834086,5.428018076178179
274,['貸しスタジオ 大阪'],39.0,119.0,0.3277310924369748,2.008403361344538
275,['インスタベース 梅田'],38.0,47.0,0.8085106382978723,1.0
276,['キッチンレンタル'],38.0,335.0,0.11343283582089553,4.280597014925373
277,['ティアラ桜川'],38.0,55.0,0.6909090909090909,1.0
278,['レンタルスタジオ 横浜'],38.0,155.0,0.24516129032258063,2.0
279,['レンタルスペース 埼玉'],38.0,367.0,0.10354223433242507,4.836512261580381
280,['名古屋駅 レンタルルーム カップル'],38.0,160.0,0.2375,9.275
281,['大阪 部屋 レンタル'],38.0,113.0,0.336283185840708,3.247787610619469
282,['学校 スタジオ'],38.0,231.0,0.1645021645021645,5.6017316017316015
283,['札幌 レンタルスペース おしゃれ'],38.0,88.0,0.4318181818181818,1.3863636363636362
284,['東京リトリート'],38.0,53.0,0.7169811320754716,1.1320754716981132
285,['梅田 レンタルスペース カップル'],38.0,161.0,0.2360248447204969,4.48447204968944
286,['生誕祭 祭壇 ホテル'],38.0,85.0,0.4470588235294118,2.788235294117647
287,['貸し会議室 新宿'],38.0,1731.0,0.0219526285384171,4.726169844020797
288,['貸し教室'],38.0,401.0,0.09476309226932668,2.231920199501247
289,['エマ梅田'],37.0,63.0,0.5873015873015873,4.634920634920634
290,['ゼロスペース蘇我'],37.0,127.0,0.29133858267716534,2.6929133858267718
291,['パーティールーム 名古屋'],37.0,81.0,0.4567901234567901,1.0
292,['ピアノ スタジオ'],37.0,528.0,0.07007575757575757,7.431818181818182
293,['レンタルハウス 大阪'],37.0,350.0,0.10571428571428572,6.8
294,['京都駅 貸し会議室'],37.0,104.0,0.3557692307692308,2.480769230769231
295,['大宮 ダンススタジオ レンタル'],37.0,72.0,0.5138888888888888,3.1666666666666665
296,['撮影スタジオ 大阪'],37.0,995.0,0.0371859296482412,3.0924623115577887
297,['新宿ワープ レンタル'],37.0,51.0,0.7254901960784313,1.3725490196078431
298,['いつもの写真館'],36.0,80.0,0.45,5.1375
299,['ゲームできる場所'],36.0,196.0,0.1836734693877551,5.173469387755102
300,['シアタールーム レンタル 少人数'],36.0,108.0,0.3333333333333333,2.7777777777777777
301,['レンタルダンススタジオ'],36.0,300.0,0.12,3.67
302,['レンタルルーム 京都'],36.0,324.0,0.1111111111111111,3.3981481481481484
303,['作業部屋 レンタル'],36.0,60.0,0.6,1.0
304,['名古屋 レンタルルーム'],36.0,658.0,0.0547112462006079,4.159574468085106
305,['新宿 ダンススタジオ'],36.0,888.0,0.04054054054054054,8.0259009009009
306,['東京 パーティールーム'],36.0,266.0,0.13533834586466165,1.086466165413534
307,['渋谷 ダンススタジオ 安い'],36.0,238.0,0.15126050420168066,4.0210084033613445
308,['難波 コワーキングスペース'],36.0,138.0,0.2608695652173913,6.0
309,['カップルレンタル部屋'],35.0,128.0,0.2734375,3.78125
310,['ダンススタジオ レンタル 埼玉'],35.0,89.0,0.39325842696629215,1.9101123595505618
311,['ダンススタジオ 大阪'],35.0,503.0,0.06958250497017893,4.56858846918489
312,['パソコン使える場所'],35.0,172.0,0.20348837209302326,5.6976744186046515
313,['パーティールーム 東京'],35.0,112.0,0.3125,2.4642857142857144
314,['プライベートシアタールーム 東京'],35.0,72.0,0.4861111111111111,2.75
315,['レンタルスペース 東京 防音 格安'],35.0,59.0,0.5932203389830508,1.0
316,['作業スペース'],35.0,534.0,0.06554307116104868,5.3632958801498125
317,['個室レンタル'],35.0,125.0,0.28,2.872
318,['池袋 貸しスペース'],35.0,121.0,0.2892561983471074,2.892561983471074
319,['貸し会議室 東京 おしゃれ'],35.0,173.0,0.2023121387283237,2.121387283236994
320,['いんすたベース'],34.0,41.0,0.8292682926829268,1.0
321,['すむぞう 新橋'],34.0,56.0,0.6071428571428571,1.1428571428571428
322,['コワーキングスペース 個室'],34.0,582.0,0.058419243986254296,6.268041237113402
323,['パーティールーム 池袋'],34.0,88.0,0.38636363636363635,1.0113636363636365
324,['ピアノが弾ける場所'],34.0,88.0,0.38636363636363635,3.2386363636363638
325,['ファイブ心斎橋'],34.0,63.0,0.5396825396825397,2.0476190476190474
326,['フェリス梅田'],34.0,57.0,0.5964912280701754,1.543859649122807
327,['レンタルサロン 名古屋'],34.0,68.0,0.5,1.9117647058823528
328,['レンタルスペース 千葉'],34.0,444.0,0.07657657657657657,4.418918918918919
329,['レンタルルーム 心斎橋'],34.0,66.0,0.5151515151515151,1.8484848484848486
330,['五反田 five スペースマーケット'],34.0,430.0,0.07906976744186046,3.0767441860465117
331,['北千住 レンタルスタジオ'],34.0,47.0,0.723404255319149,2.085106382978723
332,['国分寺 レンタルルーム'],34.0,97.0,0.35051546391752575,2.0
333,['宇都宮 レンタルスペース'],34.0,198.0,0.1717171717171717,4.767676767676768
334,['札幌 貸し会議室'],34.0,448.0,0.07589285714285714,3.0714285714285716
335,['栄 レンタルルーム'],34.0,82.0,0.4146341463414634,2.5
336,['横浜 スタジオ'],34.0,962.0,0.035343035343035345,6.958419958419959
337,['池袋 レンタルスタジオ'],34.0,410.0,0.08292682926829269,3.1
338,['秋葉原 ダンススタジオ'],34.0,154.0,0.22077922077922077,2.0
339,['自習室 個室'],34.0,113.0,0.3008849557522124,3.7168141592920354
340,['西船橋 レンタルスペース'],34.0,74.0,0.4594594594594595,1.054054054054054
341,['ギャラリア東京'],33.0,82.0,0.4024390243902439,4.670731707317073
342,['シアタールーム 東京'],33.0,100.0,0.33,1.18
343,['パソコン レンタルスペース'],33.0,59.0,0.559322033898305,1.0
344,['フェニックスラウンジ'],33.0,57.0,0.5789473684210527,1.0
345,['ポップアップストア 名古屋'],33.0,58.0,0.5689655172413793,1.0172413793103448
346,['ラビートスタジオ'],33.0,98.0,0.336734693877551,4.826530612244898
